Id X Y
0 0.322065212771425 0.726170374356027
1 0.28245660132811 0.0222546788615398
2 0.198067856257781 0.015170650789078
3 0.677195055899313 0.219875008240611
4 0.0629660469274276 0.13650490984031
5 0.472871279857101 0.401345884363347
6 0.157456428746095 0.234809332750228
7 0.552122855008933 0.574560960353724
8 0.959662948410506 0.894985388186181
9 0.808005621703476 0.186023272869524
10 0.969657683311284 0.332611381152916
11 0.389008497146412 0.456214393212244
12 0.365788170391976 0.269057755415489
13 0.530945609286301 0.934349998077565
14 0.396106440876297 0.982973980824303
15 0.154477986864654 0.00282086703340101
16 0.357565316641855 0.3081908064195
17 0.99653628037395 0.423978353745546
18 0.460961854352249 0.0147058573508693
19 0.4326646035303 0.0332308832986036
20 0.410653848197312 0.871486291711242
21 0.615642034543683 0.818732306101006
22 0.5787826801893 0.535159875503423
23 0.638382089671047 0.208551732623865
24 0.196495224625466 0.728014747206332
25 0.709490385320454 0.540171538021916
26 0.345114670698916 0.934881692038561
27 0.653891924402487 0.944121458262845
28 0.17837652572734 0.330809475182377
29 0.832251206866228 0.997755295740829
30 0.962456643399541 0.726668636923853
31 0.823458674678468 0.586667337975721
32 0.787692823124133 0.310824920592786
33 0.767145126628176 0.814414306252732
34 0.236733868511722 0.995481484865467
35 0.826645335189805 0.0832916217400351
36 0.719422674269416 0.0106076021231006
37 0.0347055743848507 0.797371859213124
38 0.794276040438384 0.179443569349211
39 0.416507654110742 0.321879974638285
40 0.0688349643645336 0.372184567965344
41 0.958305435855581 0.589927103697623
42 0.939151950833702 0.193520437798796
43 0.0326312514105954 0.44601666346695
44 0.770479867948055 0.221860166619274
45 0.88648632492527 0.949228555493728
46 0.233074011324088 0.366056369375433
47 0.275090784418475 0.269298057622686
48 0.698866859970862 0.600426383586266
49 0.288667796192398 0.657255706361521
50 0.759679164832453 0.317466284920859
51 0.754228864545413 0.450673290409283
52 0.834173987673692 0.264263352968212
53 0.990701552935254 0.882368151254765
54 0.752315285920174 0.143521757117119
55 0.732084751513616 0.447248968400035
56 0.633846835729552 0.127247441027347
57 0.363823431711003 0.505526916281021
58 0.716116052375419 0.594631252294408
59 0.0353149563805047 0.819419336912784
60 0.00840332899735019 0.0817419846896366
61 0.66507907411058 0.812321251182273
62 0.389399976843899 0.470849409024961
63 0.0827866732936064 0.0950739699541002
64 0.553299896042877 0.538504235485851
65 0.0106170340004412 0.694874764060112
66 0.964778966168377 0.0572426704398269
67 0.68347236100537 0.917574929165742
68 0.32655312246353 0.49698857806919
69 0.193278419159623 0.37614400757471
70 0.714899536236713 0.712631387476244
71 0.426483488827126 0.43917349099761
72 0.318615610651801 0.672819162648629
73 0.863164813894262 0.131869667034548
74 0.788720975585195 0.467744602328362
75 0.742361723443697 0.245070143744215
76 0.620901709087102 0.819330451562879
77 0.473429070163566 0.01402956344045
78 0.078846726949075 0.202029289856894
79 0.174409854663734 0.56145395779018
