Id X Y
0 -0.372702952156005 -0.0959928304878102
1 -0.923504581830447 0.992925465882623
2 -0.114200283829955 -0.680435235362634
3 0.183323663150103 -0.26404030537646
4 0.980555335728209 -0.80812735204775
5 -0.538260766849939 -0.0973410389598064
6 0.545404415110952 0.864511577727283
7 0.158905631859632 0.193527662411718
8 -0.30450594666258 -0.114977355525124
9 0.640024276318413 0.31808583095113
10 0.257834342243 -0.489991344069161
11 0.540995342443896 0.812487701108278
12 0.496750919929474 0.754145920740566
13 0.663961739962962 0.474181989221064
14 -0.824702061526436 0.702645291405068
15 -0.329520940359426 0.216164819426027
16 -0.022776696071594 -0.203658845641163
17 -0.382899581804839 0.381185457404795
18 0.653702862699583 -0.87854214586738
19 -0.772828096722089 -0.741532022540045
20 0.636885844532387 0.086740895231046
21 -0.620254702030259 0.0433002995047551
22 -0.713766413680297 0.201404949260487
23 0.405325365753065 -0.457409305368843
24 -0.21459290709247 -0.119971395263167
25 -0.853502586768309 0.922559183654141
26 -0.174461083433964 0.496084139975566
27 0.176561719013665 -0.0283314616329355
28 0.462711000997756 0.83024995407493
29 0.907979066566446 -0.0909047661864162
30 0.0404034201245147 -0.641386660668562
31 -0.153910261162692 0.65870778337794
32 0.924465230732391 -0.791913904247692
33 0.436908032126286 0.128968214020931
34 0.0438763823519002 0.691963859028429
35 0.580180783897862 -0.942762534224537
36 0.0652526535069917 0.306305454402078
37 0.78702008466496 0.778738496163986
38 0.431045810635487 0.266671582613321
39 -0.0886926197045916 -0.412772350393088
40 0.832410591372748 0.41920891099876
41 0.347185552172338 -0.557136823839894
42 0.473823135996269 -0.416391354992107
43 -0.817905679288615 -0.898226435167171
44 0.120638964054851 0.780493978772256
45 0.992464680163696 0.820076128828775
46 -0.570575756327249 -0.255917149169793
47 -0.642832534231706 -0.686957204183879
48 0.0413893125237679 0.942063398694269
49 -0.244530616703415 0.667837239647772
50 -0.474684503444077 -0.38245678532243
51 0.107955969166041 -0.663265533030639
52 -0.88407678322135 -0.85461585216029
53 0.166866712129942 -0.840625602262771
54 -0.934762793892043 -0.225546339751213
55 0.644899415701241 -0.0980631496028888
56 -0.887037657074522 0.946119339190613
57 0.531446885783216 -0.47086961181917
58 -0.773330073378222 0.756312549029548
59 -0.827230096301827 -0.52491817427635
60 0.571767971710692 -0.00601625356203694
61 -0.300771502701272 0.383404568825209
62 -0.167233505181076 -0.29336489122781
63 -0.763529293680362 -0.0862707675405987
64 -0.2793321193858 0.795613927246456
65 0.887547460637782 -0.560655160646385
66 -0.378678692585601 -0.177455086459827
67 -0.636894639203514 -0.363696614062358
68 0.312365892820078 0.769033304200379
69 -0.932175289966411 0.125901698056914
70 -0.70605378139162 -0.0300960082325878
71 -0.74675870952051 0.726230028731235
72 -0.811793099666799 -0.881090476842361
73 -0.583702033085739 0.772092523814826
74 -0.891793724221916 0.902105495938204
75 -0.577379467233664 0.772989790979474
76 -0.813821920348756 -0.191337911956945
77 -0.203234813308698 0.5309550959466
78 -0.86809853636324 -0.00667703665542163
79 0.074598981299725 -0.603747068462097
